,Kingdom,Phylum,Class,Order,Family,Genus
ASV_22037,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22038,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,NA,NA
ASV_22039,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22040,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_22041,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22042,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,NA
ASV_22043,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_22044,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_22045,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22046,Bacteria,Actinobacteriota,NA,NA,NA,NA
ASV_22047,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22048,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22049,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22050,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
ASV_22051,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22052,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22053,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22054,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
ASV_22055,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22056,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22057,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22058,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter
ASV_22059,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22060,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_22061,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22062,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_22063,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_22064,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Falsibacillus
ASV_22065,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_22066,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22067,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22068,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22069,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
ASV_22070,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_22071,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Falsibacillus
ASV_22072,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV_22073,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22074,Bacteria,NA,NA,NA,NA,NA
ASV_22075,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22076,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22077,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
ASV_22078,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
ASV_22079,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA
ASV_22080,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Pseudosporangium
ASV_22081,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niveitalea
ASV_22082,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
ASV_22083,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22084,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22085,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_22086,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_22087,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_22088,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_22089,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_22090,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22091,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22092,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22093,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus Koribacter
ASV_22094,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_22095,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22096,Bacteria,NA,NA,NA,NA,NA
ASV_22097,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA
ASV_22098,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,[Renibacterium] salmoninarum group
ASV_22099,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22100,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
ASV_22101,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus
ASV_22102,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_22103,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22104,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22105,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22106,Bacteria,NA,NA,NA,NA,NA
ASV_22107,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV_22108,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22109,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22110,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Pseudosporangium
ASV_22111,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
ASV_22112,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA
ASV_22113,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter
ASV_22114,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22115,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_22116,Bacteria,Actinobacteriota,NA,NA,NA,NA
ASV_22117,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA
ASV_22118,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_22119,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22120,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22121,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_22122,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV_22123,Bacteria,NA,NA,NA,NA,NA
ASV_22124,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Compostimonas
ASV_22125,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_22126,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22127,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22128,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
ASV_22129,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22130,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22131,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22132,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_22133,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_22134,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22135,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22136,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_22137,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_22138,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22139,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22140,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
ASV_22141,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_22142,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_22143,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22144,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Chungangia
ASV_22145,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,NA,NA
ASV_22146,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22147,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_22148,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Acaricomes
ASV_22149,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
ASV_22150,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1
ASV_22151,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_22152,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22153,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter
ASV_22154,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,NA,NA
ASV_22155,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Falsibacillus
ASV_22156,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22157,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22158,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
ASV_22159,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_22160,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_22161,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22162,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
ASV_22163,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia
ASV_22164,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22165,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Planosporangium
ASV_22166,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JCM 18997
ASV_22167,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Acaricomes
ASV_22168,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
ASV_22169,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_22170,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,NA,NA
ASV_22171,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
ASV_22172,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_22173,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flaviaesturariibacter
ASV_22174,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22175,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
ASV_22176,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22177,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Acaricomes
ASV_22178,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_22179,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA
ASV_22180,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_22181,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella
ASV_22182,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22183,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22184,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_22185,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22186,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_22187,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_22188,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Labedaea
ASV_22189,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Sideroxydans
ASV_22190,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22191,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_22192,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22193,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Chungangia
ASV_22194,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22195,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,NA
ASV_22196,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,[Renibacterium] salmoninarum group
ASV_22197,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV_22198,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA
ASV_22199,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV_22200,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22201,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22202,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA
ASV_22203,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22204,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22205,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22206,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV_22207,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA
ASV_22208,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_22209,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_22210,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_22211,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10
ASV_22212,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_22213,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_22214,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_22215,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_22216,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_22217,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_22218,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22219,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22220,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_22221,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22222,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_22223,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV_22224,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22225,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22226,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_22227,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
ASV_22228,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22229,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22230,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA
ASV_22231,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_22232,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_22233,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1
ASV_22234,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV_22235,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22236,Bacteria,NA,NA,NA,NA,NA
ASV_22237,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter
ASV_22238,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22239,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22240,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_22241,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22242,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22243,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter
ASV_22244,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
ASV_22245,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_22246,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22247,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22249,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
ASV_22250,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,NA
ASV_22251,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,28-YEA-48
ASV_22252,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22253,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_22254,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22255,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22256,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22257,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22258,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22259,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22260,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Neo-b11
ASV_22261,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_22262,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22263,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV_22264,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Hephaestia
ASV_22265,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22266,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22267,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Neo-b11
ASV_22268,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_22269,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_22270,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22271,Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA
ASV_22272,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
ASV_22273,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Falsibacillus
ASV_22274,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Kinneretia
ASV_22275,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22276,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Friedmanniella
ASV_22277,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22278,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_22279,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22280,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter
ASV_22281,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22282,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV_22283,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22284,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Chungangia
ASV_22285,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_22286,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_22287,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_22288,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_22289,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22290,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Rhizocola
ASV_22291,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22292,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV_22293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
ASV_22294,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22295,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22296,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22297,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22298,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22299,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
ASV_22300,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA
ASV_22301,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
ASV_22302,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22303,Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA
ASV_22304,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_22305,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV_22306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_22307,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22308,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22309,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22310,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22311,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
