,Kingdom,Phylum,Class,Order,Family,Genus
ASV_22312,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Pseudosporangium
ASV_22313,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22314,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_22316,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22317,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_22318,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_22319,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Planosporangium
ASV_22320,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,NA,NA
ASV_22321,Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA
ASV_22322,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA
ASV_22323,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,NA
ASV_22324,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,NA
ASV_22325,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_22326,Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA
ASV_22327,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter
ASV_22328,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Nibribacter
ASV_22329,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
ASV_22330,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22331,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22332,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Sciscionella
ASV_22333,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,NA
ASV_22334,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22335,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22336,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22337,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22338,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV_22339,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter
ASV_22340,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_22341,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22342,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_22343,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22344,Bacteria,Actinobacteriota,NA,NA,NA,NA
ASV_22345,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_22346,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22347,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella
ASV_22348,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_22349,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22350,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22351,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_22352,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22353,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
ASV_22354,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22355,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA
ASV_22356,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_22357,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA
ASV_22358,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
ASV_22359,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA
ASV_22360,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola
ASV_22361,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas
ASV_22362,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA
ASV_22363,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola
ASV_22364,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22365,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA
ASV_22366,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22367,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter
ASV_22368,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niveitalea
ASV_22369,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_22370,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_22371,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA
ASV_22372,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22373,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_22374,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_22375,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA
ASV_22376,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,NA
ASV_22377,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera
ASV_22378,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22379,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_22380,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22381,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22382,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium
ASV_22383,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22384,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Pseudosporangium
ASV_22385,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22386,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_22387,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_22388,Bacteria,NA,NA,NA,NA,NA
ASV_22389,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22390,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_22391,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Falsarthrobacter
ASV_22392,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JCM 18997
ASV_22393,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Rhizocola
ASV_22394,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_22395,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22396,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_22397,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium
ASV_22398,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,NA
ASV_22399,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22400,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22401,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22402,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22403,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Neo-b11
ASV_22404,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Aridibacter
ASV_22405,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1
ASV_22406,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella
ASV_22407,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_22408,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22409,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055
ASV_22410,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
ASV_22411,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22412,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22413,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22414,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
ASV_22415,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA
ASV_22416,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22417,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,NA,NA
ASV_22418,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_22419,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22420,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_22421,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22422,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22423,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22424,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22425,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22426,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_22427,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_22428,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_22429,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22430,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_22431,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
ASV_22432,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22433,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,NA,NA
ASV_22434,Bacteria,NA,NA,NA,NA,NA
ASV_22435,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_22436,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_22437,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_22438,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA
ASV_22439,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella
ASV_22440,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_22441,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_22442,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
ASV_22443,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22444,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus
ASV_22445,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22446,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter
ASV_22447,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Okibacterium
ASV_22448,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_22449,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV_22450,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22451,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22452,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_22453,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22454,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_22455,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_22456,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA
ASV_22458,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter
ASV_22459,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
ASV_22460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22461,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_22462,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
ASV_22463,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_22464,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
ASV_22465,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_22466,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_22467,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella
ASV_22468,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22469,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
ASV_22470,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Pseudosporangium
ASV_22471,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22472,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22473,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22474,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum
ASV_22475,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_22476,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Pseudacidovorax
ASV_22477,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22478,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Planosporangium
ASV_22479,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Chungangia
ASV_22480,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22481,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22482,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Nibribacter
ASV_22483,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA
ASV_22484,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
ASV_22485,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,NA
ASV_22486,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22487,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22488,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055
ASV_22489,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22490,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Spirilliplanes
ASV_22491,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22492,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22493,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_22494,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_22495,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,NA
ASV_22496,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
ASV_22497,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_22498,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22499,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,NA,NA
ASV_22500,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22501,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22502,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22503,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22504,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter
ASV_22505,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_22506,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,NA
ASV_22507,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22508,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22509,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Okibacterium
ASV_22510,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_22511,Bacteria,Acidobacteriota,Blastocatellia,Elev-16S-573,NA,NA
ASV_22512,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_22513,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_22514,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
ASV_22515,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22516,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA
ASV_22517,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_22518,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,NA,NA
ASV_22519,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Candidatus Nostocoida
ASV_22520,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22521,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22522,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22523,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22524,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22525,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA
ASV_22526,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_22527,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Fodinibacter
ASV_22528,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
ASV_22529,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22530,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22531,Bacteria,Actinobacteriota,Thermoleophilia,NA,NA,NA
ASV_22532,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22533,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV_22534,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_22535,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola
ASV_22536,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Planosporangium
ASV_22537,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22538,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter
ASV_22539,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus
ASV_22540,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
ASV_22541,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA
ASV_22542,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22543,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Falsarthrobacter
ASV_22544,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV_22545,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22546,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA
ASV_22547,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA
ASV_22548,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Filibacter
ASV_22549,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
ASV_22550,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Paraherbaspirillum
ASV_22551,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
ASV_22552,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_22553,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas
ASV_22554,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22555,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
ASV_22556,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA
ASV_22557,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,NA
ASV_22558,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
ASV_22559,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
ASV_22560,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA
ASV_22561,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA
ASV_22562,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA
ASV_22563,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA
ASV_22564,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_22565,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola
ASV_22566,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22567,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_22568,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_22569,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA
ASV_22570,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Telluria
